LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score
23345031,0.804326,0.804327,0.804326,1.000001,257,0.0762217558543491,2.4,0.9,0.0762217558543491,2.4,0.9,15.22,0.3,82,0.0494773696886422,0.9,1.0,0.0500742959001544,0.9,1.0,15.12,0.27,1.2433,1.2462,345.4231,0.0686,6.8204,1.2433,1.2461,355.8719,0.1497,19.0088,0.03,0.0,NaN,NaN,NaN
23363752,0.548322,0.274162,0.411242,0.500002,317,0.0948438384586357,34.6,2.9,0.5316792821985016,141.4,11.2,14.16,0.36,73,0.0799155822190582,1.8,1.5,0.6726098491382044,33.4,7.8,14.2,0.27,1.8237,1.859,28.3607,0.0527,13.018,1.2158,1.2221,158.1028,0.0342,7.485,0.09,0.66666,NaN,NaN,NaN
23375937,0.950459,0.616816,0.783638,0.648966,309,0.331430172162322,4.7,2.0,0.5194216966563636,6.8,2.5,16.26,0.46,91,0.209937922447204,12.9,3.3,1.0213177515043432,31.3,6.9,16.27,0.28,1.0521,1.0521,0.0,0.1338,3.7869,1.6209,1.6378,59.1716,0.0138,5.8636,0.18,0.42576,NaN,NaN,NaN
23378473,0.577873,0.36586,0.471866,0.633115,305,0.1546097139615729,5.0,1.5,0.5659110640466176,11.4,2.6,15.8,0.51,88,0.2305767363110889,35.9,5.2,0.6358461069047419,65.6,7.9,15.9,0.32,1.7305,1.7983,14.7417,0.0401,8.0958,2.7336,2.7645,32.352,0.0207,14.5723,0.19,0.44931,NaN,NaN,NaN
23389610,0.525025,0.525022,0.525024,0.999994,263,0.0830689627765678,1.3,1.0,0.0816986334851372,1.3,1.0,15.77,0.82,90,0.0331274516298929,3.1,1.3,0.033678980161771,3.1,1.3,15.87,0.62,1.9047,1.9537,20.3998,0.0985,10.0065,1.9047,1.9537,20.4082,0.037,11.08,0.2,1e-05,NaN,NaN,NaN
23413190,0.579177,0.579178,0.579178,1.000002,561,0.0969871076534609,2.0,1.2,0.0983620346232614,2.1,1.2,16.12,0.84,46,0.0254121608537479,0.8,1.0,0.0254121608537479,0.8,1.0,16.16,0.66,1.7266,1.7605,29.4985,0.0916,13.3469,1.7265,1.8083,12.2234,0.0822,2.1076,0.18,0.0,NaN,NaN,NaN
23488126,0.591071,0.996929,0.794,1.686648,537,0.1362494467867721,1.3,1.0,0.6714195077482659,5.0,2.2,16.43,0.57,4,1.0517924615708885e-06,0.0,0.0,7.819450208591621e-06,0.0,0.1,-186.78,330.96,1.6918,1.7257,29.4985,0.0588,19.9728,0.1466,0.1497,325.2033,112.3799,2.9132,330.39,0.51116,NaN,NaN,NaN
23500879,0.354834,0.523422,0.439128,1.475118,455,0.2223301078297309,2.6,1.6,1.062449511180696,9.3,3.2,15.95,0.31,46,0.1232581067051118,10.2,2.9,0.3722095793515593,35.9,7.4,16.02,0.31,2.8182,2.8521,29.5552,0.022,16.8259,1.0009,1.0433,23.6211,0.062,3.6878,0.0,0.38392,NaN,NaN,NaN
23508801,0.50091,0.0,0.250455,0.0,549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9964,2.0303,29.5072,0.0794,13.8073,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NaN,NaN,NaN
23509389,0.836162,0.278695,0.557428,0.333303,453,0.2775215985331981,1.3,1.2,0.3288089430408111,1.7,1.4,16.36,0.27,45,0.1280907087345741,2.7,2.0,0.1861764573343427,5.5,2.3,16.41,0.23,1.1959,1.2072,88.4956,0.0549,21.0161,3.5882,3.7541,6.0297,0.0344,4.6661,0.04,1.00007,NaN,NaN,NaN
23510796,0.657099,0.328549,0.492824,0.499999,484,0.0777265229180843,2.1,1.3,1.202100648709454,28.0,6.0,15.2,0.35,47,0.060301777710484,1.5,1.4,0.5901824256766858,64.2,9.7,15.23,0.26,1.5218,1.5388,58.9275,0.0694,21.9812,3.0437,3.0628,52.3013,0.0589,12.1007,0.09,0.66667,NaN,NaN,NaN
23510864,0.358685,0.35869,0.358688,1.000014,486,0.1206525193677423,0.6,0.7,0.1248962014608256,0.7,0.7,16.35,0.37,83,0.0481218843547766,1.0,0.8,0.0529359881457092,1.1,0.9,16.34,0.27,2.788,2.8218,29.5159,0.0422,21.3072,2.7879,2.8966,9.2022,0.0264,5.9563,0.1,1e-05,NaN,NaN,NaN
